gene	SRR2038194	SRR2038195	SRR2038196	SRR2038197
Fscn2	54	86	25	6
2310003H01Rik	289	366	306	147
Nploc4	3084	4436	4908	2693
Tspan10	115	140	191	133
Pde6g	10	25	7	9
1810049H13Rik	104	157	149	84
Ccdc137	471	702	535	340
Arl16	169	310	257	172
Hgs	2497	3314	3101	1716
Mrpl12	855	1126	1011	557
Slc25a10	2486	3441	3300	1945
Gcgr	202	339	5	3
Fam195b	961	1295	1301	768
Ppp1r27	209	290	89	81
P4hb	10093	15034	12836	7962
Arhgdia	12269	17196	20425	11600
Alyref	1176	1553	1630	875
Anapc11	1361	1863	2403	1245
Npb	81	94	261	132
Pcyt2	624	875	814	511
Sirt7	1078	1876	1703	1101
Mafg	1094	1352	1973	945
Pycr1	111	143	153	98
Myadml2	28	27	50	24
Notum	169	134	6	4
Aspscr1	1356	2157	2135	1297
Stra13	700	817	1015	538
Lrrc45	2584	4028	5000	3377
Rac3	690	1135	1861	1051
Dcxr	1711	2736	4295	2583
Cbr2	4742	8202	7630	4873
Rfng	627	1042	898	571
Gps1	349	491	487	293
Dus1l	690	1076	1093	693
Fasn	6018	7323	7779	4133
Ccdc57	204	308	302	189
Slc16a3	562	1054	544	358
Csnk1d	5152	6575	7437	3883
Cd7	149	230	22	4
Sectm1b	227	550	162	198
Sectm1a	116	280	104	102
Tex19.2	67	88	4	1
Tex19.1	47	51	4	2
Uts2r	66	88	11	2
1110031I02Rik	208	273	305	205
Hexdc	260	444	255	163
BC017643	1307	2141	1718	1091
Narf	842	1671	1077	817
Foxk2	2116	3281	2875	1795
Wdr45l	1121	1280	1556	704
Rab40b	34	50	16	11
Fn3krp	199	501	255	317
Fn3k	37	66	5	2
Tbcd	3410	5063	6045	3797
Zfp750	3187	4414	4758	2367
B3gntl1	347	660	596	439
Metrnl	1185	1872	1839	1071
Ptchd3	17	39	0	1
1700012B15Rik	417	416	808	314
Rab10	2959	4218	4361	2296
Kif3c	394	625	709	387
1110002L01Rik	48	93	61	60
Asxl2	1422	2101	1991	1132
Dtnb	655	902	709	391
Dnmt3a	4048	5650	6659	3638
Gm10485	24	23	30	20
Pomc	2006	3103	114	53
Efr3b	489	562	178	117
Dnajc27	463	465	705	321
Adcy3	484	898	411	219
Cenpo	192	388	343	264
2410017P09Rik	194	304	386	206
Ncoa1	1376	1862	2839	1589
Itsn2	3556	5836	6368	3892
4930417G10Rik	15	30	1	0
A830093I24Rik	19	18	8	2
Pfn4	5	10	3	2
Gm6682	6	9	18	5
0610009D07Rik	1288	1649	1788	1078
Fkbp1b	19	41	38	22
BC068281	41	93	76	53
Mfsd2b	90	135	124	82
Ubxn2a	1320	1724	2277	1240
Atad2b	1158	1713	1615	896
Klhl29	1065	1168	1874	899
2810032G03Rik	40	45	83	54
1700101O22Rik	0	0	1	0
Apob	2927	3827	281	408
1110057K04Rik	646	1164	943	718
Gdf7	40	54	21	8
Hs1bp3	223	445	202	168
Rhob	3318	4094	2834	1256
Slc7a15	157	290	240	147
Pum2	4447	5615	6750	3355
Sdc1	1596	3090	1515	1054
Laptm4a	4104	5157	4774	2527
Matn3	84	117	0	1
Wdr35	539	789	632	338
Ttc32	102	159	169	87
1700022H16Rik	0	0	0	0
Osr1	103	166	10	2
Nt5c1b	9	17	3	1
Rdh14	241	538	369	302
7420701I03Rik	0	0	0	0
Kcns3	14	22	5	4
Msgn1	4	9	0	0
Gen1	94	188	129	120
Smc6	1146	1531	1777	961
Vsnl1	63	77	26	19
4930511A02Rik	1	1	0	0
Rad51ap2	3	8	0	0
Tubb2a-ps2	7	6	12	4
Fam49a	2073	3291	3107	1782
4921511I17Rik	8	8	6	5
Mycn	136	252	28	20
Ddx1	2383	3134	3113	1854
Nbas	2135	2908	3489	2004
Fam84a	395	925	233	263
Gm16497	4	4	0	0
4930448C13Rik	1	1	0	0
Trib2	270	580	244	197
Lpin1	1020	1097	1280	559
Ntsr2	17	42	0	1
Greb1	181	345	2	4
E2f6	136	267	120	96
Rock2	1579	1981	2010	1018
Pqlc3	359	525	565	323
2410004P03Rik	33	51	7	4
Kcnf1	38	61	4	2
Pdia6	8004	11438	12107	7462
Atp6v1c2	84	148	9	10
Nol10	564	729	632	398
Mir3066	0	0	0	0
Odc1	5817	5540	6706	2585
Hpcal1	1382	1986	2774	1459
5730507C01Rik	50	70	57	38
1700030C10Rik	62	27	56	37
Asap2	1754	2206	2618	1451
Itgb1bp1	419	618	715	406
Cpsf3	1546	2305	2331	1546
Iah1	1118	1587	1924	1284
Adam17	3075	4227	6105	3539
Ywhaq	758	1058	944	580
2410018L13Rik	14	15	14	3
9030624G23Rik	52	58	58	27
Taf1b	449	630	681	394
Grhl1	1051	1724	924	598
Klf11	454	272	580	177
Cys1	25	41	6	4
Rrm2	996	1244	866	638
Mboat2	65	103	11	14
Kidins220	5816	8860	8160	4609
Id2	743	897	426	221
Gm17746	0	2	0	0
4930480M12Rik	8	12	2	3
Rnf144a	124	162	39	16
Rsad2	1572	1390	302	21
Cmpk2	733	1055	219	125
Gm20187	3	3	0	0
Gm9866	0	6	0	0
Sox11	168	235	106	70
Dcdc2c	8	21	3	1
Allc	18	33	1	0
Colec11	72	122	5	3
Rps7	2800	2457	5003	2012
Rnaseh1	320	473	486	294
Adi1	677	993	750	442
Ttc15	1105	1831	1844	1125
Tssc1	615	852	823	438
Myt1l	125	221	7	6
C630031E19	14	29	0	0
Pxdn	3567	5186	3870	2277
Tpo	79	147	1	0
Sntg2	74	103	44	33
2310016D03Rik	6	13	0	1
Tmem18	4349	7448	8681	5518
Fam150b	37	39	2	1
Acp1	248	302	344	227
Sh3yl1	573	929	881	601
Fam110c	72	73	78	20
Lamb1	1496	1710	3878	1247
Dld	2129	2811	2889	1474
Slc26a3	77	96	1	2
Cbll1	642	795	904	424
Slc26a4	692	965	466	299
Bcap29	417	515	597	298
Dus4l	59	103	71	67
Cog5	846	1161	1226	640
Gpr22	12	7	2	2
Hbp1	2515	3125	4158	2010
Prkar2b	68	115	19	9
Pik3cg	146	226	119	72
2010109K11Rik	427	717	434	332
Nampt	8302	11363	15892	8513
Gdap10	495	429	765	246
4933406C10Rik	46	64	87	57
Sypl	4874	6255	6474	3431
Cdhr3	100	190	25	14
F730043M19Rik	61	83	59	49
Atxn7l1	1086	1229	1539	676
Efcab10	19	24	0	0
Twistnb	304	361	448	184
Ferd3l	0	2	0	0
Twist1	36	19	16	4
Hdac9	1265	1668	4377	2130
Prps1l1	4	7	1	1
Snx13	1029	1740	1622	1021
Ahr	142	173	120	63
9130015A21Rik	23	31	4	1
Agr3	31	39	2	1
Agr2	55	172	3	1
Tspan13	1160	1799	2905	1592
Gm5434	0	0	0	0
Bzw2	791	1008	886	513
Ankmy2	429	716	557	386
1700108M19Rik	3	2	0	0
Sostdc1	168	323	66	66
Ispd	172	224	177	107
Meox2	10	16	5	0
Agmo	13	15	4	5
Dgkb	42	40	0	0
Mir467a-6	0	0	0	0
Mir467a-10	0	0	0	0
Mir467a-3	0	0	0	0
4930428E07Rik	0	2	0	0
Etv1	99	143	107	75
Arl4a	839	1312	1077	629
Scin	2240	3110	2809	1418
Gm889	9	5	6	4
Ifrd1	5915	2910	6293	1335
Mir1938	16	8	12	3
Gm7008	4	5	3	1
Zfp277	309	411	421	250
Dock4	1093	1809	760	475
Lrrn3	127	334	44	38
Immp2l	63	107	73	55
Dnajb9	2465	2350	3606	1465
Gm2027	23	37	23	9
Pnpla8	2404	3077	3923	1867
Nrcam	781	1181	1410	780
Stxbp6	1793	2340	4301	2167
Nova1	57	63	91	27
Mir5125	0	0	0	0
Foxg1	1927	2697	1995	1112
3110039M20Rik	41	67	54	37
1810007C17Rik	1	0	0	0
Prkd1	659	744	994	464
G2e3	38	121	47	51
Scfd1	1371	2028	1827	1099
Coch	1739	4554	1600	1665
Strn3	1199	1880	1357	832
Ap4s1	396	678	646	405
Hectd1	5756	7683	6474	3384
Heatr5a	485	786	465	229
6530401N04Rik	80	184	99	63
Gpr33	6	12	1	0
Nubpl	109	157	127	89
Arhgap5	1472	1907	1969	878
1700031P21Rik	0	0	0	0
Akap6	818	1609	783	779
Npas3	38	43	11	5
Egln3	491	941	550	357
Gm7550	0	0	0	0
1110002B05Rik	676	1069	415	243
Mir1892	0	0	0	0
Eapp	652	1004	969	635
Snx6	1223	1751	1501	934
Cfl2	846	843	758	372
Baz1a	2811	3291	3109	1608
2700097O09Rik	115	205	153	94
Srp54a	152	171	208	82
1700047I17Rik2	0	0	0	0
Fam177a	0	0	0	0
Srp54b	0	0	0	0
Srp54c	0	0	0	0
Ppp2r3c	494	669	587	324
1110008L16Rik	793	1085	1164	762
Mir1198	1	3	2	2
Psma6	4654	6343	7091	4261
Nfkbia	48335	45961	103668	30544
Aldoart2	38	79	29	14
Insm2	56	55	9	3
Ralgapa1	4077	5273	6159	3089
Brms1l	326	526	337	264
Gm19990	10	12	6	2
Mbip	305	342	487	200
E030019B13Rik	17	26	2	1
Nkx2-1	61	88	3	1
C87198	9	8	0	0
Nkx2-9	52	57	0	0
Pax9	1632	2071	2574	1137
Slc25a21	51	107	70	47
Prps1l3	736	1133	1033	676
Mipol1	144	194	151	94
Foxa1	1215	1506	1414	601
4921506M07Rik	43	53	22	19
Sstr1	62	118	6	2
Clec14a	10	30	10	0
Sec23a	1026	1747	1467	960
Sip1	147	277	257	179
Trappc6b	722	1164	1145	712
Pnn	2280	3579	2666	1750
Mia2	120	280	331	264
Ctage5	2233	3284	3523	2230
Fbxo33	986	1201	1428	626
Gm20063	0	0	0	0
Lrfn5	3	7	1	0
Fscb	3	20	0	0
Gm527	78	83	115	65
Klhl28	400	606	625	342
Fam179b	1175	1502	1491	662
Prpf39	884	1095	1072	613
Fkbp3	456	514	508	326
Fancm	219	341	242	150
Mis18bp1	151	257	166	125
Wdr20b	3	0	0	0
Rpl10l	1	0	1	0
Mdga2	103	183	52	34
Gm17821	11	19	1	0
Rps29	72	68	100	35
Lrr1	27	44	23	12
Rpl36al	734	824	1065	502
Mgat2	1176	1864	1384	866
1110034A24Rik	263	354	295	170
9330151L19Rik	26	68	47	40
Pole2	87	112	77	38
Klhdc1	65	95	68	46
Klhdc2	764	961	880	500
Nemf	1107	1471	1209	712
Arf6	5168	6171	6647	2818
5830428M24Rik	233	449	429	323
Mettl21d	205	241	238	124
Sos2	973	1366	1259	710
L2hgdh	349	433	370	196
Atp5s	74	117	119	69
Cdkl1	14	37	4	0
Mir681	0	0	0	0
4930512B01Rik	2	0	1	3
Map4k5	433	607	466	254
4931403G20Rik	5	3	4	3
Atl1	62	135	41	22
Gm3086	5	8	3	6
Sav1	607	983	826	540
Nin	678	784	700	286
Abhd12b	16	33	3	3
Pygl	1941	2709	4811	2945
F730035M05Rik	1	1	0	0
Trim9	120	162	62	22
Mir4660	0	0	0	0
Tmx1	1119	1677	1560	902
Frmd6	251	269	215	95
Actr10	1194	1836	2031	1208
Psma3	550	718	813	458
3110056K07Rik	123	205	177	89
Arid4a	1389	1781	2183	1189
Tomm20l	5	11	5	3
Timm9	302	510	479	302
2700049A03Rik	526	727	722	442
Dact1	804	1029	966	519
4930404H11Rik	4	3	0	2
Daam1	7691	10155	17860	9516
Gpr135	13	14	4	4
2810055F11Rik	7	10	15	9
Jkamp	481	845	732	495
4930403N07Rik	13	20	1	0
Rtn1	675	1088	427	218
Lrrc9	431	579	1186	720
1810048J11Rik	776	986	1214	626
Dhrs7	218	436	335	212
Ppm1a	2403	2811	3746	1789
4930447C04Rik	102	76	106	39
Six6	22	22	1	0
Six1	3709	7863	3256	3040
Six4	708	1294	1020	939
Mnat1	711	881	1155	636
Trmt5	187	383	292	217
Slc38a6	281	500	449	248
D830013O20Rik	3	2	0	3
Tmem30b	1128	1937	1688	1081
2210039B01Rik	1	3	4	1
Prkch	295	342	197	112
Hif1a	5749	5936	9690	4358
Snapc1	392	452	727	318
Syt16	47	55	13	3
1700086L19Rik	135	103	36	7
Dbpht2	23	35	6	1
Kcnh5	39	45	4	0
Rhoj	67	95	23	12
Gphb5	345	434	208	116
Ppp2r5e	1409	2108	2036	1094
Wdr89	61	123	87	81
Rplp2-ps1	0	0	0	0
Sgpp1	12747	20889	28654	17598
Syne2	2303	3045	1563	818
Mir5101	0	0	0	0
Esr2	67	107	3	0
Tex21	29	46	2	2
Mthfd1	1508	2207	1959	1199
Akap5	89	199	109	105
Zbtb25	69	144	97	63
Zbtb1	332	720	531	360
Hspa2	456	737	568	339
Ppp1r36	15	17	2	2
Gm10451	28	77	35	45
Mir5135	3	4	1	0
Plekhg3	1584	2848	2095	1537
AI463170	19	24	15	12
Spnb1	1330	1858	969	559
Churc1	448	605	656	342
Gpx2	208	388	13	15
Rab15	3329	5752	4482	2690
Fntb	1674	2320	2548	1319
Max	922	1336	1237	757
Fut8	2256	2677	4297	2293
Gphn	1894	2987	3718	2480
Fam71d	1	10	8	2
Mpp5	1329	1705	2531	1324
Atp6v1d	1960	2599	3278	1902
Eif2s1	1671	2014	2216	1178
Plek2	402	443	352	186
Tmem229b	300	546	196	183
Plekhh1	478	832	474	309
Pigh	89	167	107	89
Arg2	2076	2868	6157	3913
Vti1b	1868	2820	4178	2247
Rdh11	638	871	911	515
Rdh12	366	580	138	147
Zfyve26	684	1210	921	646
Rad51l1	57	94	47	39
Zfp36l1	1164	1232	1172	451
2310015A10Rik	67	178	131	103
Actn1	8159	10991	18820	10413
Dcaf5	1846	2676	2618	1474
Mir1843	0	0	0	0
Scarna3b	0	0	0	1
Exd2	600	914	663	428
2310002D06Rik	10	12	10	4
Galntl1	214	357	138	91
Erh	166	130	223	103
Slc39a9	1558	2647	2109	1381
0610009B14Rik	1	3	0	0
3830431G21Rik	56	71	1	6
Gm1568	28	48	0	0
4933426M11Rik	3206	4453	4896	2526
1700052I22Rik	0	0	0	0
Gm20337	22	40	27	28
Srsf5	3296	3873	4396	2132
Slc10a1	55	57	10	2
Smoc1	833	1348	880	675
Mir3067	1	1	0	0
Slc8a3	68	96	3	0
Gm4787	14	30	15	10
Adam4	7	21	15	10
Cox16	352	431	612	281
Synj2bp	562	910	800	494
Adam21	5	7	5	0
Med6	285	455	359	247
Ttc9	79	104	4	5
Map3k9	648	840	712	351
Pcnx	1257	1722	1363	629
Sipa1l1	3958	6253	6951	4096
Rgs6	80	138	8	3
1700085C21Rik	2	6	0	0
Dpf3	53	71	11	2
Dcaf4	346	594	369	223
Zfyve1	831	1599	1365	916
Rbm25	3310	3748	3941	2070
Psen1	1654	2573	2143	1178
Papln	229	401	74	52
Numb	922	1481	1788	1113
2410016O06Rik	331	488	435	281
Acot2	99	184	95	67
Acot1	129	259	72	70
Acot4	65	118	40	41
Acot3	20	13	1	8
Acot5	37	46	13	5
Acot6	42	81	89	49
Dnalc1	364	518	467	254
Pnma1	50	114	84	57
C130039O16Rik	3319	2607	4233	1505
Ptgr2	1279	2138	2227	1354
Zfp410	839	1138	1157	653
Fam161b	153	391	184	165
Coq6	367	486	450	262
Entpd5	831	1600	890	607
2900006K08Rik	74	153	33	17
Rnf113a2	285	463	484	292
Aldh6a1	253	457	226	158
Lin52	116	210	140	86
Vsx2	100	131	11	7
Abcd4	422	812	426	329
Vrtn	161	227	49	27
Tmem90a	187	250	5	1
Npc2	21780	36934	57650	37954
Isca2	715	1005	1195	683
Ltbp2	3750	5747	5902	3995
D030025P21Rik	137	188	209	112
1110018G07Rik	2007	3613	2905	1979
Fcf1	375	477	507	309
Ylpm1	3069	4559	4618	3016
Prox2	141	183	119	103
Dlst	3178	4971	4132	2482
Rps6kl1	318	559	203	127
Pgf	177	216	55	35
Eif2b2	1197	1430	1830	861
Mlh3	411	885	726	566
Acyp1	131	179	202	130
Fam164c	185	288	455	170
Nek9	2022	3252	2993	1817
Tmed10	1599	2254	2263	1374
Fos	13640	18795	12760	6729
Jdp2	577	533	511	204
Batf	240	285	373	209
Mfsd7c	132	195	31	34
0610007P14Rik	575	891	741	435
Ttll5	1772	2775	2810	1552
Tgfb3	335	556	294	163
1700019E19Rik	281	436	405	195
Gm805	2	9	0	0
1700020O03Rik	807	950	1088	563
Esrrb	332	508	63	44
Vash1	307	491	324	219
Angel1	318	564	406	256
Gm6772	12	29	0	0
6430527G18Rik	697	673	711	132
2310044G17Rik	907	1846	789	565
Zdhhc22	53	86	17	9
Tmem63c	598	794	284	152
Ngb	53	105	6	0
Pomt2	493	911	452	341
Gstz1	495	885	721	472
Tmed8	3803	4087	6703	3020
4933437F05Rik	21	52	36	16
Vipar	1161	2007	1554	1124
Ahsa1	1850	2848	2281	1432
Sptlc2	1681	2589	1897	1203
Alkbh1	646	551	812	256
Mir3068	5	1	5	1
Nrp	35	12	33	3
1810035L17Rik	267	354	370	204
Snw1	2360	3420	3553	2080
Gm8300	27	49	0	0
Oog1	8	35	0	1
BB287469	1	1	0	0
Gm4027	0	0	0	0
Gm16381	0	0	0	0
Gm1995	6	18	1	1
Gm2016	7	16	0	1
Gm2022	7	27	1	2
Gm10436	19	36	2	3
Gm5662	22	30	0	0
Gm7104	4	12	0	0
Gm5039	30	49	1	2
Adck1	1107	1758	1482	780
3200001D21Rik	12	17	7	7
Nrxn3	212	344	5	4
Mir466b-3	0	0	0	0
Dio2	147	194	16	9
4930534B04Rik	490	655	461	306
5430427M07Rik	16	20	3	1
Mir669c	0	0	0	0
Tshr	84	112	10	7
Gtf2a1	1374	2659	2696	2173
Ston2	2024	3195	6288	3862
Sel1l	6984	11310	10329	6558
Flrt2	220	292	123	75
1700019M22Rik	0	1	0	0
Galc	161	256	66	75
Gpr65	20	28	12	2
Kcnk10	156	189	112	59
Spata7	132	286	178	119
Ptpn21	1893	3156	3181	2016
Zc3h14	2000	2678	3036	1643
Eml5	1260	2153	2030	1311
Ttc8	533	835	870	553
4930474N09Rik	4	0	1	1
Foxn3	557	593	1393	572
1700064M15Rik	0	1	0	0
2610021K21Rik	319	541	580	362
Tdp1	1815	2527	4487	2417
Kcnk13	42	69	9	3
Psmc1	1814	2528	2449	1450
BC002230	569	769	876	451
Gm10433	11	28	21	19
Calm1	8221	10040	9090	4590
Gm10432	52	100	16	24
Ttc7b	660	1024	800	485
Rps6ka5	197	323	141	59
9030617O03Rik	443	848	604	393
Gpr68	640	1385	1163	872
Ccdc88c	3696	4765	5351	2951
Mir1190	0	1	0	1
Smek1	1579	2340	2275	1261
D130020L05Rik	58	97	118	59
Kif4-ps	2	0	0	0
Catsperb	25	22	0	1
Tc2n	111	155	150	67
Fbln5	733	936	702	321
Trip11	2139	2283	2774	1313
Atxn3	562	844	931	456
Cpsf2	1483	2176	2150	1252
Slc24a4	3934	5659	10867	6463
Rin3	1800	2976	2679	1544
Lgmn	835	1143	978	405
Golga5	1439	2361	2226	1385
Chga	1764	3059	1238	777
Itpk1	719	948	1064	517
Mir1936	0	0	0	0
Gm20604	0	0	0	0
Moap1	5	10	7	0
D230037D09Rik	270	284	376	158
AK010878	44	92	85	69
Ubr7	719	1193	1089	731
Btbd7	807	1106	1174	567
Cox8c	1	2	0	1
Unc79	246	337	198	123
Prima1	44	82	4	0
Fam181a	5	13	0	0
Asb2	140	184	144	93
Otub2	248	442	384	259
Ddx24	2570	3380	3472	1853
Ifi27l1	1997	3342	1405	752
Ifi27l2a	1199	1616	844	385
Ifi27l2b	119	320	14	30
Ppp4r4	54	113	42	26
Serpina10	71	161	22	19
Serpina6	5	17	0	0
Serpina1f	6	11	0	0
Serpina1b	13	39	4	12
Serpina1d	0	1	0	0
Serpina1a	2	2	1	0
Serpina1c	4	16	0	1
Serpina1e	34	62	6	5
Serpina11	167	204	23	11
Serpina9	598	754	746	500
Serpina12	614	817	994	604
Serpina4-ps1	9	24	0	1
Serpina5	46	64	0	4
Serpina3a	68	116	1	0
Serpina3b	67	88	3	7
Serpina3c	29	48	25	23
Serpina3f	347	350	265	104
Serpina3g	5139	5824	9155	4104
Serpina3h	353	773	503	414
Serpina3i	942	1620	1526	986
Serpina3j	958	2482	1122	1235
Serpina3k	49	56	2	2
Serpina3m	14	29	0	0
Serpina3n	218	301	36	9
Gsc	10	37	1	0
Dicer1	1406	2180	1926	1174
Clmn	1523	2502	1298	658
4831426I19Rik	224	260	178	74
Snhg10	26	35	25	11
Scarna13	8	10	5	0
Mir3069	0	0	0	0
Glrx5	890	1353	1340	700
Tcl1b2	10	27	1	5
Tcl1b1	0	10	0	0
Tcl1b5	7	13	0	0
Tcl1b3	0	2	0	0
Tcl1b4	12	11	0	0
Tcl1	26	114	0	0
2810011L19Rik	18	42	1	3
Gm2721	43	74	3	0
D430019H16Rik	2716	3253	6332	2711
Bdkrb2	791	864	1456	557
Bdkrb1	1764	1031	4067	933
Atg2b	1550	2237	2296	1286
4933433P14Rik	424	704	640	393
Ak7	124	264	29	17
Papola	3519	4855	5022	2737
Vrk1	827	1119	1221	698
1700121N20Rik	0	2	0	0
4933406K04Rik	4	1	0	0
4930465M20Rik	1	3	1	0
Bcl11b	463	659	553	330
Setd3	815	1225	1331	748
Ccnk	1470	1853	2208	998
Ccdc85c	165	234	185	78
Hhipl1	154	216	126	56
Cyp46a1	68	120	3	2
Eml1	386	704	78	33
Gm16596	10	14	4	2
Evl	992	1177	1241	596
Degs2	224	515	129	155
Yy1	2009	2477	3046	1498
Slc25a29	167	375	287	234
Mir345	0	2	0	1
Slc25a47	97	103	113	42
Wars	1765	2752	2638	1584
Wdr25	224	354	238	135
Begain	60	124	19	6
Dlk1	1579	2558	37	23
Meg3	205	321	27	7
Mir1906-2	0	0	0	0
Mir1906-1	0	0	0	0
Mir770	0	0	0	0
Mir673	0	0	0	0
Mir493	0	0	0	0
Mir337	0	0	0	0
Mir540	0	0	0	0
Mir665	0	0	0	0
Mir3070a	0	0	0	0
Mir3070b	1	0	0	0
Rtl1	53	88	6	7
Mir431	0	0	0	0
6430411K18Rik	0	0	0	0
Mir433	0	0	0	0
Mir127	0	0	0	0
Mir434	0	0	0	0
Mir432	0	0	0	0
Mir3071	0	0	0	0
Mir136	0	0	0	0
Rian	141	252	24	19
Mir341	0	1	0	0
Mir1188	0	0	0	0
Mir370	1	0	0	0
AF357425	2	0	0	0
AF357426	0	0	0	0
LOC100861570	0	0	0	0
AF357359	7	2	2	0
LOC100861571	0	0	0	0
AF357355	0	0	0	0
LOC100861572	0	1	0	0
Mir882	0	0	0	0
Mir379	0	0	0	0
Mir411	0	0	0	0
Mir299	0	0	0	0
Mir380	0	0	0	0
Mir1197	0	0	0	0
Mir323	0	0	0	0
Mir758	0	0	0	0
Mir329	0	0	0	0
Mir494	0	0	0	0
Mir679	0	0	0	0
Mir1193	0	0	0	0
Mir666	0	0	0	0
Mir543	0	0	0	0
Mir495	0	0	0	0
Mir667	0	0	0	0
Mir376c	0	0	0	0
Mir654	0	0	0	0
Mir376b	0	0	0	0
Mir376a	0	0	0	0
Mir300	0	0	0	0
Mir381	0	0	0	0
Mir487b	0	0	0	0
Mir539	0	0	0	0
Mir382	1	0	0	0
Mir134	0	0	0	0
Mir668	0	0	0	0
Mir485	0	2	0	0
Mirg	42	75	11	12
Mir453	0	0	0	0
Mir154	0	0	0	0
Mir496	0	0	0	0
Mir377	1	0	0	0
Mir541	0	0	0	0
Mir409	0	0	0	0
Mir412	0	0	0	0
Mir369	0	0	0	0
Mir410	0	0	0	0
Mir3072	0	1	0	0
3110009F21Rik	15	13	0	0
Dio3os	20	43	0	0
Mir1247	1	2	0	0
Dio3	127	222	1	0
Ppp2r5c	2198	3162	3057	1751
B930059L03Rik	20	26	21	13
Dync1h1	19636	26893	26456	14344
1700001K19Rik	13	36	27	15
Hsp90aa1	3161	5680	3189	2532
Wdr20a	436	755	867	567
Stk30	119	200	207	85
Zfp839	341	642	605	402
Cinp	326	523	421	288
Tecpr2	828	1435	2038	1500
Ankrd9	346	347	487	211
6030440G07Rik	4	1	0	0
Rcor1	1161	1440	1506	808
Traf3	5588	7197	9649	4713
Amn	197	241	192	113
Cdc42bpb	3706	5180	5662	3023
A230065H16Rik	198	328	253	137
1200009I06Rik	4635	8605	9073	5846
Tnfaip2	3175	5028	3751	2215
Gm266	218	354	236	165
Eif5	5202	5551	6459	3155
Snora28	44	36	42	14
2810029C07Rik	35	45	32	20
Mark3	1557	2348	2145	1236
Ckb	677	1445	166	171
Trmt61a	246	393	222	121
Bag5	405	656	499	291
2810002N01Rik	429	581	600	360
Klc1	2629	3963	4125	2453
Xrcc3	332	681	472	396
Zfyve21	265	524	465	391
Ppp1r13b	1781	2802	3875	2233
5033406O09Rik	14	21	8	6
2010107E04Rik	1415	1956	1917	1150
Tdrd9	281	494	174	123
BC048943	11	18	0	0
Aspg	408	873	213	158
Mir3073	0	0	0	0
Mir203	2	2	1	0
Kif26a	2479	4567	4326	2845
A730018C14Rik	7	8	0	1
B020018J22Rik	16	19	0	0
A530016L24Rik	38	81	0	3
Tmem179	66	74	2	0
Inf2	12787	18073	22541	12074
Adssl1	184	243	101	28
Siva1	119	145	170	84
Akt1	4653	6205	5913	3231
Zbtb42	321	448	314	154
AW555464	2502	3456	2669	1426
Pld4	996	1883	2137	1538
BC022687	343	397	365	155
Cdca4	1153	823	1533	510
Gpr132	3592	2810	6894	1720
Jag2	766	1070	962	491
Nudt14	701	956	1209	681
Brf1	887	1318	1128	719
Btbd6	173	270	211	146
Pacs2	1473	2723	1766	1097
Tex22	1	2	1	1
Mta1	1122	1368	1583	780
Crip2	2197	2271	3101	1180
Crip1	2958	4862	3693	1946
4930427A07Rik	1323	1915	1734	1126
Tmem121	220	331	410	240
Adam6b	6	9	0	0
Adam6a	1	3	0	0
Zfp386	512	532	620	228
Vipr2	116	206	65	44
Wdr60	584	908	881	591
Esyt2	3133	4360	5806	3506
D430020J02Rik	283	454	600	368
Ncapg2	1021	1033	1075	542
Ptprn2	981	1390	1640	1300
Gm10421	4	7	0	1
Gm5441	3	3	1	1
Mir153	1	2	0	0
Rapgef5	1677	2156	5378	2579
Cdca7l	431	570	946	600
Dnahc11	245	453	123	94
Sp4	581	635	1206	570
D230030E09Rik	0	1	0	0
Sp8	19	12	1	1
Abcb5	62	95	1	1
Itgb8	2058	2523	2679	1162
Macc1	295	450	87	49
Tmem196	7	12	0	1
Speer6-ps1	0	1	0	0
2810429I04Rik	1	6	2	2
1700024F13Rik	3	4	1	0
Gdi2	3949	5393	5422	2953
BC016423	1500	1911	1734	923
Asb13	404	717	324	291
Calml3	528	960	1094	859
Calm4	201	324	145	130
Calm5	28	49	18	35
Net1	3420	5693	7347	4895
Tubal3	16	18	2	2
Ucn3	90	138	4	3
Akr1c14	39	69	3	1
Akr1c18	460	767	6	4
Akr1c13	293	559	703	519
Akr1c19	227	415	250	258
Marcksl1-ps4	43	93	45	65
Akr1c12	207	427	561	429
Akr1c6	6	17	6	3
Akr1c20	8	6	2	0
Akr1c21	151	230	5	9
Akr1e1	545	935	790	534
1700016G22Rik	3	2	2	1
Klf6	31430	18472	63550	15653
Pitrm1	1837	2324	1834	1091
Pfkp	2176	3573	2495	1591
Adarb2	13	18	0	0
Wdr37	749	1224	1243	703
Idi1	63	98	71	31
Idi2	714	1299	45	22
Gtpbp4	1561	1776	1880	975
Larp4b	2428	3285	2748	1600
Dip2c	803	1133	812	411
Zmynd11	2582	3644	3525	1954
Chrm3	38	85	6	5
Zp4-ps	8	4	0	2
Ryr2	432	630	76	75
Gm10336	88	189	53	46
Mtr	256	367	179	125
Actn2	37	54	8	3
Heatr1	1258	1666	1554	851
Lgals8	1818	2355	2737	1470
Edaradd	477	924	982	712
Ero1lb	6817	9947	20820	12253
Gpr137b-ps	337	529	570	412
Prl2c4	0	0	0	0
Prl2c3	0	0	0	0
Prl2c2	3	4	1	0
Prl2c5	38	53	2	3
Gpr137b	70	112	76	33
Nid1	2037	3002	76	28
Lyst	2169	2790	3040	1554
